Pack														Map													Zone																																																																																									Connections													
Field count							Options																					Type					Restrictions				Player towns					Neutral towns					Town types										Minimum mines							Mine Density							Terrain											Monsters													Treasure									Options												Zones		Options							Restrictions			
																																																																																																																				14	33	12500							1	8	2	8	
																																																																																																																				15	27	3000							1	8	2	8	
																																																																																																																				15	33	12500							1	8	2	8	
																																																																																																																				16	26	3000							1	8	2	8	
																																																																																																																				16	26	3000							1	8	2	8	
																																																																																																																				16	28	3000							1	8	2	8	
																																																																																																																				17	27	3000							1	8	2	8	
																																																																																																																				17	27	3000							1	8	2	8	
																																																																																																																				17	29	3000							1	8	2	8	
																																																																																																																				18	31	3000							1	8	2	8	
																																																																																																																				18	33	12500							1	8	2	8	
																																																																																																																				19	30	3000							1	8	2	8	
																																																																																																																				19	31	3000							1	8	2	8	
																																																																																																																				19	31	3000							1	8	2	8	
																																																																																																																				20	31	3000							1	8	2	8	
																																																																																																																				20	31	3000							1	8	2	8	
																																																																																																																				20	32	3000							1	8	2	8	
																																																																																																																				21	24	3000							1	8	2	8	
																																																																																																																				23	25	3000							1	8	2	8	
																																																																																																																				28	30	3000							1	8	2	8	
																																																																																																																				29	32	3000							1	8	2	8	
														Doubled 8MM6	72	99	+57 +58 +59 +83 +126 +127 +128 +161 				+15 0 d d d d +27 0 d d d d +37 0 d d d d +80 0 d d d d +35 0 d d d d +16 23 d d d d +16 25 d d d d +16 28 d d d d +145 0 d d d d +10 n 15000 d d d +13 0 d d d d +13 1 d d d d +13 2 d d d d 				x		1	x				20	1	8	2	8	1		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				600 -2400					3		1	x	1	15	6000							1	8	2	8	
																											2	x				20	1	8	2	8	3		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				600 -2800					3		1	x	1	19	6000							1	8	2	8	
																											3			x		20	1	8	2	8							1				x	x	x	x	x	x	x	x	x	x	1		1																							strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				720 -2400					3		1	x	2	16	6000							1	8	2	8	
																											4			x		20	1	8	2	8							1				x	x	x	x	x	x	x	x	x	x	1		1																							strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				720 -2800					3		1	x	2	20	6000							1	8	2	8	
																											5	x				20	1	8	2	8	5		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				860 -2560					3		1	x	3	15	6000							1	8	2	8	
																											6	x				20	1	8	2	8	7		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				860 -2640					3		1	x	3	19	6000							1	8	2	8	
																											7			x		20	1	8	2	8							1				x	x	x	x	x	x	x	x	x	x	1		1																							strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				860 -2440					3		1	x	3	29	12500							1	8	2	8	
																											8			x		20	1	8	2	8							1				x	x	x	x	x	x	x	x	x	x	1		1																							strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				860 -2760					3		1	x	4	16	6000							1	8	2	8	
																											11			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x		1		1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				660 -2600					3		1	x	4	20	6000							1	8	2	8	
																											12			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x					1	1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				740 -2600					3		1	x	4	30	12500							1	8	2	8	
																											15			x		20	1	8	2	8																						1		1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				660 -2340					3		1	x	5	21	6000							1	8	2	8	
																											16			x		20	1	8	2	8																									1	1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				660 -2860					3		1	x	5	25	6000							1	8	2	8	
																											17			x		10	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				660 -2400					3		1	x	6	22	6000							1	8	2	8	
																											18			x		10	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				660 -2800					3		1	x	6	26	6000							1	8	2	8	
																											19			x		20	1	8	2	8																						1		1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				660 -2460					3		1	x	7	21	6000							1	8	2	8	
																											20			x		20	1	8	2	8																									1	1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				660 -2740					3		1	x	7	25	6000							1	8	2	8	
																											21			x		20	1	8	2	8																						1		1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				800 -2500					3		1	x	7	33	12500							1	8	2	8	
																											22			x		20	1	8	2	8																									1	1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				800 -2700					3		1	x	8	22	6000							1	8	2	8	
																											23			x		10	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				860 -2500					3		1	x	8	26	6000							1	8	2	8	
																											24			x		10	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				860 -2700					3		1	x	8	34	12500							1	8	2	8	
																											25			x		20	1	8	2	8																						1		1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				920 -2500					3		1	x	11	19	9000							1	8	2	8	
																											26			x		20	1	8	2	8																									1	1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				920 -2700					3		1	x	11	20	9000							1	8	2	8	
																											27	x				20	1	8	2	8	8		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1280 -2400					3		1	x	11	22	9000							1	8	2	8	
																											28	x				20	1	8	2	8	6		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1280 -2800					3		1	x	12	19	9000							1	8	2	8	
																											29			x		20	1	8	2	8							1				x	x	x	x	x	x	x	x	x	x	1		1																							strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				1160 -2400					3		1	x	12	21	9000							1	8	2	8	
																											30			x		20	1	8	2	8							1				x	x	x	x	x	x	x	x	x	x	1		1																							strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				1160 -2800					3		1	x	12	22	9000							1	8	2	8	
																											31	x				20	1	8	2	8	4		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1060 -2560					3		1	x	17	19	12500							1	8	2	8	
																											32	x				20	1	8	2	8	2		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1060 -2640					3		1	x	18	20	12500							1	8	2	8	
																											33			x		20	1	8	2	8							1				x	x	x	x	x	x	x	x	x	x	1		1																							strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				1060 -2440					3		1	x	21	23	12500							1	8	2	8	
																											34			x		20	1	8	2	8							1				x	x	x	x	x	x	x	x	x	x	1		1																							strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				1060 -2760					3		1	x	22	24	12500							1	8	2	8	
																											37			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x		1		1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				1220 -2600					3		1	x	27	41	6000							1	8	2	8	
																											38			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x					1	1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	15000	20000	6	3000	6000	9				1140 -2600					3		1	x	27	45	6000							1	8	2	8	
																											41			x		20	1	8	2	8																						1		1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1220 -2340					3		1	x	28	42	6000							1	8	2	8	
																											42			x		20	1	8	2	8																									1	1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1220 -2860					3		1	x	28	46	6000							1	8	2	8	
																											43			x		10	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				1220 -2400					3		1	x	29	41	6000							1	8	2	8	
																											44			x		10	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				1220 -2800					3		1	x	29	45	6000							1	8	2	8	
																											45			x		20	1	8	2	8																						1		1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1220 -2460					3		1	x	30	42	6000							1	8	2	8	
																											46			x		20	1	8	2	8																									1	1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1220 -2740					3		1	x	30	46	6000							1	8	2	8	
																											47			x		20	1	8	2	8																						1		1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1120 -2500					3		1	x	31	47	6000							1	8	2	8	
																											48			x		20	1	8	2	8																									1	1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1120 -2700					3		1	x	31	51	6000							1	8	2	8	
																											49			x		10	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				1060 -2500					3		1	x	32	48	6000							1	8	2	8	
																											50			x		10	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				1060 -2700					3		1	x	32	52	6000							1	8	2	8	
																											51			x		20	1	8	2	8																						1		1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1000 -2500					3		1	x	33	47	6000							1	8	2	8	
																											52			x		20	1	8	2	8																									1	1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				1000 -2700					3		1	x	33	51	6000							1	8	2	8	
																																																																																																																				34	48	6000							1	8	2	8	
																																																																																																																				34	52	6000							1	8	2	8	
																																																																																																																				37	45	9000							1	8	2	8	
																																																																																																																				37	46	9000							1	8	2	8	
																																																																																																																				37	48	9000							1	8	2	8	
																																																																																																																				38	45	9000							1	8	2	8	
																																																																																																																				38	47	9000							1	8	2	8	
																																																																																																																				38	48	9000							1	8	2	8	
																																																																																																																				43	45	12500							1	8	2	8	
																																																																																																																				44	46	12500							1	8	2	8	
																																																																																																																				47	49	12500							1	8	2	8	
																																																																																																																				48	50	12500							1	8	2	8	
														Star	50	99	+57 +58 +59 +83 +126 +127 +128 +161 				+15 0 d d d d +27 0 d d d d +37 0 d d d d +80 0 d d d d +35 0 d d d d +16 23 d d d d +16 25 d d d d +16 28 d d d d +145 0 d d d d +10 n 15000 d d d +13 0 d d d d +13 1 d d d d +13 2 d d d d 				x		1	x				20	1	7	2	7	1		1				1			x	x	x	x	x	x	x	x	x		x	1		1												x											strong		x	x	x	x	x	x	x	x	x	x	x	6000	30550	1	3000	6000	6	500	3000	9				2878.83 -1110.42					3		1	x	1	8	10000			+				1	7	2	7	
																											2	x				20	1	7	2	7	2		1				1			x	x	x	x	x	x	x	x	x		x	1		1												x											strong		x	x	x	x	x	x	x	x	x	x	x	6000	30550	1	3000	6000	6	500	3000	9				2494.14 -1229.24					3		1	x	1	9	10000			+				1	7	2	7	
																											3	x				20	1	7	2	7	3		1				1			x	x	x	x	x	x	x	x	x		x	1		1												x											strong		x	x	x	x	x	x	x	x	x	x	x	6000	30550	1	3000	6000	6	500	3000	9				2952.96 -738.942					3		1	x	1	10	10000			+				1	7	2	7	
																											4	x				20	1	7	2	7	4		1				1			x	x	x	x	x	x	x	x	x		x	1		1												x											strong		x	x	x	x	x	x	x	x	x	x	x	6000	30550	1	3000	6000	6	500	3000	9				2650.79 -466.889					3		1	x	1	11	10000			+				1	7	2	7	
																											5	x				20	1	7	2	7	5		1				1			x	x	x	x	x	x	x	x	x		x	1		1												x											strong		x	x	x	x	x	x	x	x	x	x	x	6000	31000	1	3000	6000	6	500	3000	9				2222.75 -974.498					3		1	x	2	12	10000			+				1	7	2	7	
																											6	x				20	1	7	2	7	6		1				1			x	x	x	x	x	x	x	x	x		x	1		1												x											strong		x	x	x	x	x	x	x	x	x	x	x	6000	30550	1	3000	6000	6	500	3000	9				2304.69 -585.139					3		1	x	2	13	10000			+				1	7	2	7	
																											7	x				30	1	7	2	7	7		3				4	2		x	x	x	x	x	x	x	x	x		x	4	2	4	2	2	2	2																	x		strong	x												12000	31000	3	6000	12000	12	100	6000	18	ground			2520 -930					3		1	x	2	14	10000			+				1	7	2	7	
																											8			x		10	1	7	2	7																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2960.5 -1112.3	x				3		1	x	2	15	10000			+				1	7	2	7	
																											9			x		10	1	7	2	7																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2736.17 -990.278					3		1	x	3	25	10000			+				1	7	2	7	
																											10			x		10	1	7	2	7																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2843.39 -1266.77	x				3		1	x	3	26	10000			+				1	7	2	7	
																											11			x		10	1	7	2	7																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				3002.9 -1017.62					3		1	x	3	27	10000			+				1	7	2	7	
																											12			x		10	1	7	2	7																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2336.55 -1229.42					3		1	x	3	28	10000			+				1	7	2	7	
																											13			x		10	1	7	2	7																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2549.36 -1048.49	x				3		1	x	4	29	10000			+				1	7	2	7	
																											14			x		10	1	7	2	7																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2611.6 -1338.14					3		1	x	4	30	10000			+				1	7	2	7	
																											15			x		10	1	7	2	7																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2427.29 -1282.06	x				3		1	x	4	31	10000			+				1	7	2	7	
																											16			x		15	1	7	2	7						2					x	x	x	x	x	x	x	x	x	x	2		2														x		x							strong		x	x	x	x	x	x	x	x	x	x	x	30000	35000	1	10000	30000	6	3000	6000	9	ground	+17 66 d 10000 d 5 +17 64 d 10000 d 2 		2401.23 -570.694	x				3		1	x	4	32	10000			+				1	7	2	7	
																											17			x		10	1	7	2	7																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2397.4 -906.255					3		1	x	5	17	10000			+				1	7	2	7	
																											18			x		10	1	7	2	7																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2233 -1132.53					3		1	x	5	18	10000			+				1	7	2	7	
																											19			x		10	1	7	2	7																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2105.14 -864.625	x				3		1	x	5	19	10000			+				1	7	2	7	
																											20			x		10	1	7	2	7																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2182.47 -1048.98	x				3		1	x	5	20	10000			+				1	7	2	7	
																											21			x		10	1	7	2	7																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2299.57 -509.972	x				3		1	x	6	21	10000			+				1	7	2	7	
																											22			x		10	1	7	2	7																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2376.41 -446.104	x				3		1	x	6	22	10000			+				1	7	2	7	
																											23			x		10	1	7	2	7																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2153.06 -630.19					3		1	x	6	23	10000			+				1	7	2	7	
																											24			x		10	1	7	2	7																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2436.39 -717.419					3		1	x	6	24	10000			+				1	7	2	7	
																											25			x		10	1	7	2	7																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				3022.04 -878.434					3		1	x	7	33	20000			+	ground			1	7	2	7	
																											26			x		10	1	7	2	7																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2778.8 -782.434					3		1	x	7	34	150000			+	ground			1	7	2	7	
																											27			x		10	1	7	2	7																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				3021.6 -782.965	x				3		1	x	7	35	20000			+	ground			1	7	2	7	
																											28			x		10	1	7	2	7																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2982.33 -581.135	x				3		1	x	7	36	20000			+	ground			1	7	2	7	
																											29			x		10	1	7	2	7																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2631.9 -649.365					3		1	x	8	43	40000			+				1	7	2	7	
																											30			x		10	1	7	2	7																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2508.4 -400.423					3		1	x	9	34	200000			+	teleport			1	7	2	7	
																											31			x		10	1	7	2	7																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2800.31 -416.946	x				3		1	x	10	37	80000			+				1	7	2	7	
																											32			x		10	1	7	2	7																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				2600.08 -411.893	x				3		1	x	11	25	50000			+				1	7	2	7	
																											33			x		20	1	7	2	7						4					x	x	x	x	x	x	x	x	x	x		1		1	1	1											x									strong		x	x	x	x	x	x	x	x	x	x	x	20000	35000	1	15000	20000	6	10000	15000	9		+17 64 d 10000 d 2 		2515.5 -670.348	x				3		1	x	12	18	50000			+				1	7	2	7	
																											34			x		40	1	7	2	7							4												x			1		1	1	1	2																	x		none		x	x	x	x	x	x	x	x	x	x	x	40000	200000	1	30000	40000	6	20000	39000	9	ground	+69 0 25500 200 d 40 +13 1 20000 10000 d 1 +25 0 20000 200 d 20 +17 64 d 10000 d 30 		2620 -830	x				3		1	x	13	34	200000			+	teleport			1	7	2	7	
																											35			x		20	1	7	2	7						4					x	x	x	x	x	x	x	x	x	x		1		1	1	1											x									strong		x	x	x	x	x	x	x	x	x	x	x	20000	35000	1	15000	20000	6	10000	15000	9				2784.45 -910.126	x				3		1	x	14	37	80000			+				1	7	2	7	
																											36			x		20	1	7	2	7						4					x	x	x	x	x	x	x	x	x	x		1		1	1	1	1										x									strong		x	x	x	x	x	x	x	x	x	x	x	20000	35000	1	15000	20000	6	10000	15000	9		+17 64 d 10000 d 2 		2439.47 -1023.12	x				3		1	x	15	38	40000			+				1	7	2	7	
																											37			x		10	1	7	2	7						1					x	x	x	x	x	x	x	x		x																x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	20000	35000	1	15000	20000	6	10000	15000	9		+17 64 d 10000 d 2 		2744.36 -1357.44	x				3		1	x	16	21	40000			+				1	7	2	7	
																											38			x		15	1	7	2	7						2					x	x	x	x	x	x	x	x	x	x	2		2														x		x							strong		x	x	x	x	x	x	x	x	x	x	x	30000	35000	1	10000	30000	6	3000	6000	9	ground	+17 66 d 10000 d 5 +17 64 d 10000 d 2 		2417.84 -1168.34	x				3		1	x	16	33	100000				ground			1	7	2	7	
																											39			x		15	1	7	2	7						2					x	x	x	x	x	x	x	x	x	x	2		2														x		x							strong		x	x	x	x	x	x	x	x	x	x	x	30000	35000	1	10000	30000	6	3000	6000	9	ground	+17 66 d 10000 d 5 +17 64 d 10000 d 2 		2296.93 -1053.97	x				3		1	x	17	34	200000			+	teleport			1	7	2	7	
																											40			x		10	1	7	2	7						1					x	x	x	x	x	x	x	x		x																x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	20000	35000	1	15000	20000	6	10000	15000	9		+17 64 d 10000 d 2 		2928.6 -456.627	x				3		1	x	19	41	80000			+				1	7	2	7	
																											41			x		10	1	7	2	7						1					x	x	x	x	x	x	x	x		x																x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	20000	35000	1	15000	20000	6	10000	15000	9		+17 64 d 10000 d 2 		2072.35 -734.776	x				3		1	x	20	39	40000			+				1	7	2	7	
																											42			x		10	1	7	2	7							2			x									x																					x						strong		x											30000	2000000	9							ground	+41 0 100000 10000 d n +146 3 40000 3000 d n 		2730 -700	x				3		1	x	22	30	50000			+				1	7	2	7	
																											43			x		15	1	7	2	7						2					x	x	x	x	x	x	x	x	x	x	2		2														x		x							strong		x	x	x	x	x	x	x	x	x	x	x	30000	35000	1	10000	30000	6	3000	6000	9	ground	+17 66 d 10000 d 5 +17 64 d 10000 d 2 		2894.02 -1015.19	x				3		1	x	23	41	80000			+				1	7	2	7	
																											44			x		15	1	7	2	7						2					x	x	x	x	x	x	x	x	x	x	2		2														x		x							strong		x	x	x	x	x	x	x	x	x	x	x	30000	35000	1	10000	30000	6	3000	6000	9	ground	+17 66 d 10000 d 5 +17 64 d 10000 d 2 		2924.1 -850.754	x				3		1	x	24	34	200000			+	teleport			1	7	2	7	
																											45			x		15	1	7	2	7						2					x	x	x	x	x	x	x	x	x	x	2		2														x		x							strong		x	x	x	x	x	x	x	x	x	x	x	30000	35000	1	10000	30000	6	3000	6000	9	ground	+17 66 d 10000 d 5 +17 64 d 10000 d 2 		2551.11 -521.643	x				3		1	x	26	34	200000			+	teleport			1	7	2	7	
																																																																																																																				27	44	40000			+				1	7	2	7	
																																																																																																																				28	40	80000			+				1	7	2	7	
																																																																																																																				29	34	200000			+	teleport			1	7	2	7	
																																																																																																																				31	40	80000			+				1	7	2	7	
																																																																																																																				32	45	40000			+				1	7	2	7	
																																																																																																																				33	45	100000				ground			1	7	2	7	
																																																																																																																				34	42	6000	x		+	ground			1	7	2	7	
																																																																																																																				34	42	6000	x		+	ground			1	7	2	7	
																																																																																																																				35	43	100000				ground			1	7	2	7	
																																																																																																																				35	44	100000				ground			1	7	2	7	
																																																																																																																				36	38	100000				ground			1	7	2	7	
																																																																																																																				36	39	100000				ground			1	7	2	7	
														Big Meat	50	99	+57 +58 +59 +83 +126 +127 +128 +161 				+15 0 d d d d +27 0 d d d d +37 0 d d d d +80 0 d d d d +35 0 d d d d +16 23 d d d d +16 25 d d d d +16 28 d d d d +145 0 d d d d +10 n 15000 d d d +13 0 d d d d +13 1 d d d d +13 2 d d d d 				x		1	x				15	1	8	2	8	1		1			2				x	x	x	x				x	x	x	x	3	1	3	1	1	1	2								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	5	3000	6000	10	500	3000	30	ground	-16 2 -16 6 -16 23 -16 26 -16 28 -16 30 -16 31 -25 0 -7 0 +76 0 500 d d d +12 0 500 d d d +101 0 500 d d d +79 6 500 d d d 		60 100		x		d2 d3 d4 d6 d7 d8 d9	3		0	x	1	13	15000			+	ground			1	8	2	8	
																											2	x				15	1	8	2	8	2		1			2				x	x	x	x				x	x	x	x	3	1	3	1	1	1	2								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	5	3000	6000	10	500	3000	30	ground	-16 2 -16 6 -16 23 -16 26 -16 28 -16 30 -16 31 -25 0 -7 0 +76 0 500 d d d +12 0 500 d d d +101 0 500 d d d +79 6 500 d d d 		-100 -60		x		d1 d3 d4 d6 d7 d8 d9	3		0	x	1	22	15000			+	ground			1	8	2	8	
																											3	x				15	1	8	2	8	3		1			2				x	x	x	x				x	x	x	x	3	1	3	1	1	1	2								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	5	3000	6000	10	500	3000	30	ground	-16 2 -16 6 -16 23 -16 26 -16 28 -16 30 -16 31 -25 0 -7 0 +76 0 500 d d d +12 0 500 d d d +101 0 500 d d d +79 6 500 d d d 		-100 100		x		d1 d2 d4 d6 d7 d8 d9	3		0	x	2	12	15000			+	ground			1	8	2	8	
